ISO28178
FILE_DESCRIPTOR	"FOGRA51"
ORIGINATOR	"Fogra, www.fogra.org, developed by GMG GmbH & Co. KG, Heidelberger Druckmaschinen AG"
CREATED	"May 2015"
TARGET_TYPE	"ISO12642-2"
INSTRUMENTATION	"D50, 2 degree, geometry 45/0, no polarisation filter, white backing, according to ISO 13655:2009 M1"
PRINT_CONDITIONS	"Offset printing, according to ISO 12647-2:2013, OFCOM, print substrate 1 = premium coated, fluorescence moderate (8-14 DeltaB according to ISO 15397), 115 g/m2, tone value increase curves A (CMYK)"
ILLUMINATION_NAME	"D50"
OBSERVER_ANGLE	"2"
FILTER	"M1"
WEIGHTING_FUNCTION	"ILLUMINANT, D50"
WEIGHTING_FUNCTION	"OBSERVER, 2 degree"

# The following flag is intended to improve compatibility with legacy devices.
KEYWORD	"TRACEABILITY"
TRACEABILITY	"NIST"

NUMBER_OF_FIELDS	8
BEGIN_DATA_FORMAT
SAMPLE_ID	CMYK_C	CMYK_M	CMYK_Y	CMYK_K	LAB_L	LAB_A	LAB_B
END_DATA_FORMAT
NUMBER_OF_SETS	1617
BEGIN_DATA
1092	100	20	0	60	29.16	-15.54	-29.66
1093	100	40	0	60	25.87	-8.89	-28.81
1094	100	70	0	60	20.64	2.09	-26.98
1095	100	100	0	60	16.87	10.72	-24.84
1096	0	0	20	60	53.73	-1.52	5.86
1097	0	20	20	60	48.47	6.03	3.92
1098	0	40	20	60	42.94	14.05	2.55
1099	0	70	20	60	34.35	28.20	1.31
1100	0	100	20	60	27.39	41.04	1.93
1101	20	0	20	60	49.43	-5.78	0.64
1102	20	20	20	60	44.77	1.35	-0.70
1103	20	40	20	60	39.78	8.90	-1.76
1104	20	70	20	60	31.68	22.45	-2.88
1105	20	100	20	60	24.82	35.20	-2.86
1106	40	0	20	60	44.94	-10.16	-4.74
1107	40	20	20	60	40.87	-3.51	-5.71
1108	40	40	20	60	36.39	3.73	-6.30
1109	40	70	20	60	28.83	16.68	-7.24
1110	40	100	20	60	22.27	28.94	-7.50
1111	70	0	20	60	37.72	-18.19	-13.72
1112	70	20	20	60	34.14	-11.65	-14.11
1113	70	40	20	60	30.36	-4.71	-14.34
1114	70	70	20	60	24.09	7.36	-14.52
1115	70	100	20	60	18.86	17.97	-14.34
1116	100	0	20	60	31.60	-26.33	-21.61
1117	100	20	20	60	28.46	-19.57	-21.70
1118	100	40	20	60	25.25	-12.54	-21.49
1119	100	70	20	60	20.49	-1.37	-20.68
1120	100	100	20	60	16.88	7.38	-19.20
1121	0	0	40	60	52.68	-2.67	15.85
1122	0	20	40	60	47.36	4.88	13.13
1123	0	40	40	60	42.12	12.95	11.02
1124	0	70	40	60	33.95	27.10	8.41
1125	0	100	40	60	27.18	39.42	7.54
1126	20	0	40	60	48.50	-7.28	10.40
1127	20	20	40	60	43.81	-0.10	8.37
1128	20	40	40	60	39.03	7.63	6.71
1129	20	70	40	60	31.26	21.24	4.17
1130	20	100	40	60	24.70	33.40	2.83
1131	40	0	40	60	44.02	-12.08	4.67
1132	40	20	40	60	39.95	-5.27	3.17
1133	40	40	40	60	35.64	2.13	1.88
1134	40	70	40	60	28.35	15.13	-0.31
1135	40	100	40	60	22.18	26.92	-1.83
1136	70	0	40	60	36.90	-20.87	-4.66
1137	70	20	40	60	33.37	-14.28	-5.60
1138	70	40	40	60	29.67	-6.99	-6.41
1139	70	70	40	60	23.62	5.21	-7.78
1140	70	100	40	60	18.91	15.47	-8.68
1141	100	0	40	60	30.78	-30.24	-12.90
1142	100	20	40	60	27.78	-23.12	-13.56
1143	100	40	40	60	24.77	-15.96	-13.91
1144	100	70	40	60	20.15	-4.47	-14.11
1145	100	100	40	60	16.68	4.82	-13.41
1146	0	0	70	60	51.15	-4.04	33.32
1147	0	20	70	60	46.21	3.70	29.16
1148	0	40	70	60	41.10	11.85	25.54
1149	0	70	70	60	33.12	25.82	20.00
1150	0	100	70	60	27.29	37.43	16.11
1151	20	0	70	60	46.98	-8.95	27.14
1152	20	20	70	60	42.58	-1.61	23.88
1153	20	40	70	60	37.93	6.17	20.61
1154	20	70	70	60	30.59	19.79	15.51
1155	20	100	70	60	24.72	31.23	11.25
1156	40	0	70	60	42.69	-14.23	20.77
1157	40	20	70	60	38.67	-7.26	18.07
1158	40	40	70	60	34.49	0.25	15.33
1159	40	70	70	60	27.76	13.33	10.62
1160	40	100	70	60	22.27	24.45	6.60
1161	70	0	70	60	35.60	-24.15	10.44
1162	70	20	70	60	32.21	-17.35	8.27
1163	70	40	70	60	28.76	-9.97	6.18
1164	70	70	70	60	23.18	2.47	2.77
1165	70	100	70	60	18.79	12.57	-0.31
1166	100	0	70	60	29.84	-34.93	1.13
1167	100	20	70	60	26.91	-27.69	-0.65
1168	100	40	70	60	23.97	-20.18	-2.17
1169	100	70	70	60	19.64	-8.07	-4.26
1170	100	100	70	60	16.55	1.20	-5.07
1171	0	0	100	60	50.25	-4.33	50.82
1172	0	20	100	60	45.01	3.42	44.96
1173	0	40	100	60	40.03	11.41	39.03
1174	0	70	100	60	32.56	25.13	29.69
1175	0	100	100	60	27.15	36.15	22.32
1176	20	0	100	60	45.86	-9.57	43.71
1177	20	20	100	60	41.49	-2.22	38.85
1178	20	40	100	60	37.06	5.50	33.68
1179	20	70	100	60	30.07	18.85	25.03
1180	20	100	100	60	24.72	30.00	17.63
1181	40	0	100	60	41.53	-15.21	36.44
1182	40	20	100	60	37.56	-8.14	31.96
1183	40	40	100	60	33.65	-0.54	27.58
1184	40	70	100	60	27.21	12.41	19.43
1185	40	100	100	60	22.13	22.96	12.95
1186	70	0	100	60	34.38	-25.71	23.46
1187	70	20	100	60	31.39	-18.85	20.31
1188	70	40	100	60	28.15	-11.44	16.90
1189	70	70	100	60	22.81	0.83	10.97
1190	70	100	100	60	18.77	10.78	6.27
1191	100	0	100	60	29.06	-37.41	12.37
1192	100	20	100	60	26.18	-29.92	9.60
1193	100	40	100	60	23.44	-22.34	6.91
1194	100	70	100	60	19.37	-10.23	3.34
1195	100	100	100	60	16.60	-1.05	1.33
1196	0	0	0	80	37.53	-0.06	-2.55
1197	0	40	0	80	29.92	10.36	-3.35
1198	0	70	0	80	24.18	19.69	-2.63
1199	0	100	0	80	19.71	27.26	-0.61
1200	40	0	0	80	31.21	-5.53	-9.39
1201	40	40	0	80	25.70	3.89	-8.72
1202	40	70	0	80	20.81	12.60	-7.88
1203	40	100	0	80	16.94	19.73	-6.36
1204	70	0	0	80	26.43	-10.25	-15.17
1205	70	40	0	80	21.93	-0.93	-13.86
1206	70	70	0	80	18.12	7.02	-12.31
1207	70	100	0	80	15.10	13.10	-10.62
1208	100	0	0	80	22.35	-14.40	-20.14
1209	100	40	0	80	18.57	-4.80	-18.53
1210	100	70	0	80	15.78	2.53	-16.01
1211	100	100	0	80	14.02	7.64	-13.62
1212	0	0	40	80	35.69	-2.21	10.26
1213	0	40	40	80	28.86	8.37	7.46
1214	0	70	40	80	23.82	17.54	6.14
1215	0	100	40	80	19.89	24.54	5.88
1216	40	0	40	80	30.03	-8.47	2.93
1217	40	40	40	80	24.87	1.18	1.98
1218	40	70	40	80	20.40	9.52	0.93
1219	40	100	40	80	17.01	16.13	0.53
1220	70	0	40	80	25.39	-14.08	-3.15
1221	70	40	40	80	21.09	-4.40	-3.40
1222	70	70	40	80	17.71	3.56	-3.40
1223	70	100	40	80	15.25	9.27	-3.33
1224	100	0	40	80	21.63	-19.32	-8.44
1225	100	40	40	80	18.18	-9.24	-8.20
1226	100	70	40	80	15.76	-1.62	-7.35
1227	100	100	40	80	14.15	3.69	-6.09
1228	0	0	70	80	34.66	-3.35	21.33
1229	0	40	70	80	28.30	7.22	16.41
1230	0	70	70	80	23.37	16.02	12.92
1231	0	100	70	80	20.10	22.62	10.78
1232	40	0	70	80	29.20	-10.17	13.43
1233	40	40	70	80	24.18	-0.45	10.29
1234	40	70	70	80	20.17	7.85	7.65
1235	40	100	70	80	17.21	14.02	5.52
1236	70	0	70	80	24.64	-16.37	6.71
1237	70	40	70	80	20.69	-6.51	4.67
1238	70	70	70	80	17.54	1.42	2.92
1239	70	100	70	80	15.35	7.13	1.69
1240	100	0	70	80	21.23	-22.25	0.82
1241	100	40	70	80	17.92	-11.69	-0.54
1242	100	70	70	80	15.68	-4.13	-1.03
1243	100	100	70	80	14.29	1.16	-0.78
1244	0	0	100	80	34.00	-3.83	31.57
1245	0	40	100	80	27.55	6.53	23.99
1246	0	70	100	80	23.10	15.17	18.22
1247	0	100	100	80	20.01	21.33	14.10
1248	40	0	100	80	28.36	-10.98	22.26
1249	40	40	100	80	23.69	-1.21	17.17
1250	40	70	100	80	19.95	6.78	12.47
1251	40	100	100	80	17.19	12.64	9.00
1252	70	0	100	80	23.93	-17.55	14.31
1253	70	40	100	80	20.38	-7.77	10.86
1254	70	70	100	80	17.44	-0.03	7.75
1255	70	100	100	80	15.48	5.45	5.62
1256	100	0	100	80	20.74	-23.54	7.57
1257	100	40	100	80	17.65	-13.21	4.98
1258	100	70	100	80	15.64	-5.73	3.47
1259	100	100	100	80	14.42	-0.52	2.89
1260	0	0	0	100	16.00	0.07	-0.33
1261	0	40	0	100	14.59	3.91	1.23
1262	0	100	0	100	13.30	8.89	4.27
1263	40	0	0	100	14.54	-1.51	-2.60
1264	40	40	0	100	13.68	2.52	-0.92
1265	40	100	0	100	12.53	7.53	2.57
1266	100	0	0	100	12.18	-3.46	-6.20
1267	100	40	0	100	12.05	0.86	-4.11
1268	100	100	0	100	11.43	5.76	0.01
1269	0	0	40	100	15.58	-1.33	2.32
1270	0	40	40	100	14.55	2.15	3.20
1271	0	100	40	100	13.65	6.43	5.33
1272	40	0	40	100	14.44	-3.26	0.64
1273	40	40	40	100	13.71	0.53	1.73
1274	40	100	40	100	12.97	5.05	3.95
1275	100	0	40	100	12.48	-5.55	-2.32
1276	100	40	40	100	12.36	-1.39	-0.48
1277	100	100	40	100	12.10	3.27	2.10
1278	0	0	100	100	15.37	-3.20	6.36
1279	0	40	100	100	14.60	-0.40	6.20
1280	0	100	100	100	14.07	3.45	7.04
1281	40	0	100	100	14.40	-5.36	4.99
1282	40	40	100	100	13.92	-2.03	5.32
1283	40	100	100	100	13.45	1.98	6.07
1284	100	0	100	100	12.95	-8.05	3.02
1285	100	40	100	100	12.80	-3.87	3.65
1286	100	100	100	100	12.71	0.53	4.89
1287	100	0	0	0	56.12	-34.90	-52.52
1288	98	0	0	0	56.57	-34.55	-51.98
1289	95	0	0	0	57.50	-33.86	-50.97
1290	90	0	0	0	58.99	-32.23	-49.17
1291	85	0	0	0	60.62	-30.20	-47.07
1292	80	0	0	0	62.52	-28.10	-44.74
1293	75	0	0	0	64.50	-26.08	-42.35
1294	70	0	0	0	66.57	-24.03	-39.84
1295	60	0	0	0	70.86	-20.12	-34.85
1296	50	0	0	0	75.02	-16.20	-29.84
1297	40	0	0	0	79.15	-12.57	-24.94
1298	30	0	0	0	83.19	-9.04	-20.26
1299	25	0	0	0	85.18	-7.33	-17.89
1300	20	0	0	0	87.20	-5.64	-15.58
1301	15	0	0	0	89.19	-3.96	-13.25
1302	10	0	0	0	91.19	-2.28	-10.93
1303	7	0	0	0	92.40	-1.23	-9.48
1304	5	0	0	0	93.14	-0.51	-8.50
1305	3	0	0	0	93.93	0.25	-7.56
1306	2	0	0	0	94.35	0.55	-7.24
1307	0	100	0	0	48.06	75.29	-5.18
1308	0	98	0	0	48.58	74.48	-5.81
1309	0	95	0	0	49.56	72.84	-6.62
1310	0	90	0	0	51.30	69.51	-7.29
1311	0	85	0	0	53.32	65.54	-7.71
1312	0	80	0	0	55.59	61.24	-8.19
1313	0	75	0	0	57.94	56.95	-8.67
1314	0	70	0	0	60.42	52.69	-9.17
1315	0	60	0	0	65.44	44.19	-9.58
1316	0	50	0	0	70.47	36.07	-9.54
1317	0	40	0	0	75.43	28.45	-9.24
1318	0	30	0	0	80.33	21.39	-8.87
1319	0	25	0	0	82.76	18.02	-8.63
1320	0	20	0	0	85.20	14.67	-8.29
1321	0	15	0	0	87.63	11.40	-7.90
1322	0	10	0	0	90.08	8.15	-7.42
1323	0	7	0	0	91.57	6.24	-7.19
1324	0	5	0	0	92.53	5.00	-7.00
1325	0	3	0	0	93.54	3.67	-6.73
1326	0	2	0	0	94.02	3.03	-6.59
1327	0	0	100	0	88.94	-4.04	92.37
1328	0	0	98	0	89.05	-4.12	91.02
1329	0	0	95	0	89.18	-4.15	88.37
1330	0	0	90	0	89.33	-4.25	83.43
1331	0	0	85	0	89.59	-4.30	78.11
1332	0	0	80	0	89.85	-4.20	72.40
1333	0	0	75	0	90.11	-4.17	66.82
1334	0	0	70	0	90.44	-4.21	61.28
1335	0	0	60	0	91.03	-3.89	50.35
1336	0	0	50	0	91.62	-3.44	39.94
1337	0	0	40	0	92.30	-2.85	30.21
1338	0	0	30	0	92.93	-2.11	20.82
1339	0	0	25	0	93.40	-1.69	16.51
1340	0	0	20	0	93.66	-1.17	11.88
1341	0	0	15	0	93.99	-0.63	7.37
1342	0	0	10	0	94.39	-0.05	3.02
1343	0	0	7	0	94.60	0.34	0.33
1344	0	0	5	0	94.73	0.66	-1.45
1345	0	0	3	0	94.88	0.93	-3.22
1346	0	0	2	0	94.95	1.09	-4.07
1347	0	0	0	100	16.00	0.07	-0.33
1348	0	0	0	98	18.05	0.02	-0.43
1349	0	0	0	95	21.52	-0.02	-0.81
1350	0	0	0	90	27.02	-0.06	-1.52
1351	0	0	0	85	32.37	-0.07	-2.07
1352	0	0	0	80	37.53	-0.06	-2.55
1353	0	0	0	75	42.24	-0.02	-2.96
1354	0	0	0	70	46.75	0.02	-3.25
1355	0	0	0	60	55.11	0.16	-3.90
1356	0	0	0	50	62.72	0.31	-4.44
1357	0	0	0	40	69.76	0.49	-4.90
1358	0	0	0	30	76.38	0.70	-5.30
1359	0	0	0	25	79.55	0.81	-5.46
1360	0	0	0	20	82.71	0.94	-5.62
1361	0	0	0	15	85.80	1.07	-5.72
1362	0	0	0	10	88.87	1.20	-5.84
1363	0	0	0	7	90.74	1.29	-5.91
1364	0	0	0	5	91.93	1.35	-5.95
1365	0	0	0	3	93.17	1.44	-6.02
1366	0	0	0	2	93.76	1.45	-6.05
1367	0	0	0	0	95.00	1.50	-6.00
1368	100	85	85	0	26.30	-8.17	-4.54
1369	80	65	65	0	36.49	-4.67	-4.60
1370	60	45	45	0	50.74	-2.08	-4.61
1371	40	27	27	0	66.01	-1.20	-5.85
1372	20	12	12	0	80.96	-0.21	-6.62
1373	10	6	6	0	88.02	0.65	-6.52
1374	5	3	3	0	91.58	1.10	-6.43
1375	40	27	27	10	61.99	-1.45	-5.47
1376	20	12	12	10	75.81	-0.43	-6.33
1377	10	6	6	10	82.35	0.39	-6.28
1378	60	45	45	20	44.69	-2.51	-3.66
1379	40	27	27	20	57.98	-1.61	-5.04
1380	20	12	12	20	70.61	-0.59	-5.97
1381	10	6	6	20	76.63	0.17	-5.98
1382	80	65	65	40	27.71	-3.78	-2.51
1383	60	45	45	40	38.04	-2.45	-2.75
1384	40	27	27	40	49.24	-1.73	-4.05
1385	20	12	12	40	59.61	-0.81	-5.04
1386	10	6	6	40	64.59	-0.13	-5.13
1387	100	85	85	60	17.70	-4.01	-0.61
1388	80	65	65	60	22.63	-2.96	-1.16
1389	60	45	45	60	30.36	-2.12	-1.67
1390	40	27	27	60	39.06	-1.68	-2.95
1391	20	12	12	60	47.01	-0.85	-3.91
1392	10	6	6	60	50.89	-0.32	-4.09
1393	100	85	85	80	14.88	-2.17	1.75
1394	80	65	65	80	17.21	-1.53	0.63
1395	60	45	45	80	21.59	-1.41	-0.19
1396	40	27	27	80	26.96	-1.27	-1.44
1397	20	12	12	80	32.13	-0.70	-2.44
1398	10	6	6	80	34.71	-0.35	-2.66
1399	100	85	85	100	12.62	0.12	4.12
1400	80	65	65	100	12.68	0.09	2.71
1401	60	45	45	100	13.10	0.10	1.39
1402	40	27	27	100	13.98	0.00	0.32
1403	20	12	12	100	15.06	-0.10	-0.36
1404	10	6	6	100	15.59	-0.04	-0.46
1405	100	0	0	70	27.49	-18.64	-25.44
1406	0	100	0	70	23.52	35.19	-2.30
1407	0	0	100	70	42.49	-4.09	42.01
1408	100	100	0	70	15.42	9.13	-19.40
1409	100	0	100	70	24.95	-31.00	10.13
1410	0	100	100	70	23.56	29.25	17.99
1411	40	40	0	70	31.54	4.94	-11.63
1412	40	0	40	70	37.27	-10.46	3.88
1413	0	40	40	70	35.66	10.84	9.34
1414	3	3	0	0	92.55	2.20	-7.96
1415	3	0	3	0	93.78	-0.25	-4.84
1416	0	3	3	0	93.40	3.06	-4.03
1417	3	3	3	0	92.34	1.87	-5.54
1418	3	0	0	3	92.13	0.09	-7.49
1419	0	3	0	3	91.79	3.43	-6.42
1420	3	3	0	3	90.71	2.20	-8.14
1421	0	0	3	3	93.04	0.91	-3.30
1422	3	0	3	3	91.97	-0.36	-4.85
1423	0	3	3	3	91.61	3.01	-4.04
1424	3	3	3	3	90.56	1.72	-5.52
1425	7	7	0	0	89.04	3.48	-10.58
1426	7	0	7	0	91.94	-2.39	-3.22
1427	0	7	7	0	91.18	5.14	-1.04
1428	7	7	7	0	88.64	2.29	-4.41
1429	7	0	0	7	88.25	-1.37	-9.15
1430	0	7	0	7	87.49	5.71	-6.87
1431	7	7	0	7	85.04	3.07	-10.21
1432	0	0	7	7	90.32	0.22	0.07
1433	7	0	7	7	87.81	-2.46	-3.19
1434	0	7	7	7	87.07	4.70	-1.17
1435	7	7	7	7	84.66	1.96	-4.38
1436	40	3	0	0	77.93	-10.75	-25.27
1437	3	40	0	0	74.61	26.77	-10.39
1438	40	0	3	0	78.92	-13.18	-22.40
1439	40	3	3	0	77.72	-11.43	-22.75
1440	0	40	3	0	75.34	28.07	-7.02
1441	3	40	3	0	74.45	26.59	-8.37
1442	40	40	3	0	62.13	10.79	-23.92
1443	3	0	40	0	91.15	-4.19	28.42
1444	0	3	40	0	90.86	-0.60	29.02
1445	3	3	40	0	89.76	-2.05	27.45
1446	40	3	40	0	74.85	-17.75	8.07
1447	3	40	40	0	72.48	23.76	18.99
1448	40	0	0	3	77.67	-12.47	-24.39
1449	40	3	0	3	76.42	-10.55	-24.92
1450	0	40	0	3	74.02	27.71	-9.10
1451	3	40	0	3	73.15	26.27	-10.51
1452	40	40	0	3	61.12	11.14	-25.64
1453	40	0	3	3	77.48	-13.20	-21.84
1454	40	3	3	3	76.26	-11.22	-22.41
1455	0	40	3	3	73.92	27.37	-6.91
1456	3	40	3	3	73.05	25.93	-8.34
1457	40	40	3	3	61.00	10.54	-23.50
1458	0	0	40	3	90.45	-2.80	29.34
1459	3	0	40	3	89.37	-4.26	27.78
1460	40	0	40	3	74.61	-19.37	8.58
1461	0	3	40	3	89.07	-0.67	28.27
1462	3	3	40	3	88.00	-2.07	26.74
1463	40	3	40	3	73.44	-17.46	7.77
1464	0	40	40	3	71.98	24.68	19.89
1465	3	40	40	3	71.07	23.12	18.45
1466	40	40	40	3	58.83	5.61	1.84
1467	3	0	0	40	68.97	-0.47	-5.92
1468	0	3	0	40	68.68	1.98	-5.31
1469	3	3	0	40	67.90	1.02	-6.38
1470	40	3	0	40	57.49	-8.36	-18.26
1471	3	40	0	40	54.94	18.59	-8.20
1472	0	0	3	40	69.62	0.07	-2.86
1473	3	0	3	40	68.82	-0.89	-3.94
1474	40	0	3	40	58.20	-10.26	-16.04
1475	0	3	3	40	68.53	1.58	-3.41
1476	3	3	3	40	67.76	0.63	-4.46
1477	40	3	3	40	57.36	-8.89	-16.42
1478	0	40	3	40	55.43	19.26	-5.61
1479	3	40	3	40	54.84	18.24	-6.56
1480	40	40	3	40	46.48	7.16	-16.97
1481	3	0	40	40	66.57	-3.98	19.51
1482	0	3	40	40	66.31	-1.41	19.93
1483	3	3	40	40	65.56	-2.43	18.78
1484	40	3	40	40	55.13	-13.59	5.51
1485	3	40	40	40	53.07	15.89	13.30
1486	0	0	0	10	88.87	1.20	-5.84
1487	0	0	10	10	88.24	-0.22	2.54
1488	0	0	20	10	87.54	-1.22	10.66
1489	0	0	40	10	86.23	-2.89	27.68
1490	0	0	70	10	84.38	-4.29	56.70
1491	0	10	0	10	84.30	7.28	-7.06
1492	0	10	10	10	83.70	5.91	0.98
1493	0	10	20	10	83.04	4.96	8.82
1494	0	10	40	10	81.79	3.42	25.08
1495	0	10	70	10	80.06	2.07	52.70
1496	0	20	0	10	79.78	13.27	-7.75
1497	0	20	10	10	79.19	12.05	-0.09
1498	0	20	20	10	78.57	11.20	7.35
1499	0	20	40	10	77.36	9.84	22.78
1500	0	20	70	10	75.72	8.57	49.29
1501	0	40	0	10	70.66	26.17	-8.83
1502	0	40	10	10	70.20	25.09	-2.01
1503	0	40	20	10	69.66	24.31	4.85
1504	0	40	40	10	68.63	23.17	18.78
1505	0	40	70	10	67.18	22.19	42.85
1506	0	70	0	10	56.54	48.71	-8.78
1507	0	70	10	10	56.16	48.22	-3.01
1508	0	70	20	10	55.82	47.41	2.66
1509	0	70	40	10	55.25	46.37	14.45
1510	0	70	70	10	54.42	45.45	34.15
1511	10	0	0	10	85.30	-2.40	-10.30
1512	10	0	10	10	84.64	-3.94	-1.90
1513	10	0	20	10	83.94	-5.11	6.25
1514	10	0	40	10	82.58	-6.97	22.88
1515	10	0	70	10	80.69	-8.74	50.84
1516	10	10	0	10	80.92	3.59	-11.37
1517	10	10	10	10	80.31	2.16	-3.42
1518	10	10	20	10	79.64	1.02	4.36
1519	10	10	40	10	78.32	-0.75	20.31
1520	10	10	70	10	76.52	-2.40	47.48
1521	10	20	0	10	76.55	9.49	-12.01
1522	10	20	10	10	75.96	8.13	-4.43
1523	10	20	20	10	75.34	7.07	3.10
1524	10	20	40	10	74.08	5.48	18.28
1525	10	20	70	10	72.37	3.91	44.21
1526	10	40	0	10	67.78	22.03	-12.78
1527	10	40	10	10	67.26	20.88	-6.02
1528	10	40	20	10	66.70	19.95	0.71
1529	10	40	40	10	65.67	18.52	14.59
1530	10	40	70	10	64.17	17.26	38.14
1531	10	70	0	10	53.96	44.28	-12.87
1532	10	70	10	10	53.60	43.38	-7.17
1533	10	70	20	10	53.24	42.67	-1.51
1534	10	70	40	10	52.65	41.55	10.21
1535	10	70	70	10	51.72	40.18	29.77
1536	20	0	0	10	81.61	-5.48	-14.56
1537	20	0	10	10	80.91	-7.17	-6.30
1538	20	0	20	10	80.21	-8.56	1.77
1539	20	0	40	10	78.80	-10.64	18.04
1540	20	0	70	10	76.83	-12.75	45.48
1541	20	10	0	10	77.43	0.32	-15.46
1542	20	10	10	10	76.80	-1.33	-7.59
1543	20	10	20	10	76.12	-2.57	0.04
1544	20	10	40	10	74.74	-4.63	15.66
1545	20	10	70	10	72.86	-6.62	42.38
1546	20	20	0	10	73.23	6.03	-15.93
1547	20	20	10	10	72.61	4.53	-8.46
1548	20	20	20	10	71.98	3.31	-1.11
1549	20	20	40	10	70.70	1.43	13.78
1550	20	20	70	10	68.92	-0.45	39.35
1551	20	40	0	10	64.72	18.15	-16.53
1552	20	40	10	10	64.19	16.90	-9.85
1553	20	40	20	10	63.62	15.86	-3.18
1554	20	40	40	10	62.59	14.17	10.46
1555	20	40	70	10	61.07	12.57	33.64
1556	20	70	0	10	51.28	39.93	-16.57
1557	20	70	10	10	50.93	38.94	-10.90
1558	20	70	20	10	50.57	38.10	-5.41
1559	20	70	40	10	49.96	36.56	6.09
1560	20	70	70	10	49.00	35.14	25.36
1561	40	0	0	10	74.18	-12.07	-23.20
1562	40	0	10	10	73.40	-14.10	-15.36
1563	40	0	20	10	72.65	-15.78	-7.61
1564	40	0	40	10	71.21	-18.63	8.10
1565	40	0	70	10	69.18	-21.62	34.72
1566	40	10	0	10	70.30	-6.51	-23.88
1567	40	10	10	10	69.62	-8.55	-16.29
1568	40	10	20	10	68.92	-10.17	-8.86
1569	40	10	40	10	67.54	-12.92	6.29
1570	40	10	70	10	65.62	-15.82	31.84
1571	40	20	0	10	66.44	-0.99	-24.08
1572	40	20	10	10	65.79	-3.00	-16.85
1573	40	20	20	10	65.12	-4.53	-9.77
1574	40	20	40	10	63.82	-7.18	4.70
1575	40	20	70	10	62.04	-9.90	29.26
1576	40	40	0	10	58.51	10.38	-24.34
1577	40	40	10	10	58.01	8.75	-17.80
1578	40	40	20	10	57.40	7.44	-11.40
1579	40	40	40	10	56.29	5.08	1.86
1580	40	40	70	10	54.79	2.64	24.08
1581	40	70	0	10	45.93	31.07	-24.24
1582	40	70	10	10	45.59	29.75	-18.80
1583	40	70	20	10	45.20	28.62	-13.36
1584	40	70	40	10	44.43	26.65	-2.21
1585	40	70	70	10	43.56	24.36	16.26
1586	70	0	0	10	62.40	-23.02	-37.07
1587	70	0	10	10	61.58	-25.88	-29.74
1588	70	0	20	10	60.85	-28.45	-22.33
1589	70	0	40	10	59.42	-32.83	-7.37
1590	70	0	70	10	57.39	-38.02	17.38
1591	70	10	0	10	59.10	-17.72	-37.33
1592	70	10	10	10	58.41	-20.70	-30.10
1593	70	10	20	10	57.69	-23.19	-23.01
1594	70	10	40	10	56.34	-27.56	-8.62
1595	70	10	70	10	54.39	-32.60	15.20
1596	70	20	0	10	55.73	-12.82	-37.04
1597	70	20	10	10	55.15	-15.56	-30.18
1598	70	20	20	10	54.45	-17.96	-23.43
1599	70	20	40	10	53.13	-22.13	-9.64
1600	70	20	70	10	51.30	-27.04	13.19
1601	70	40	0	10	48.89	-2.37	-36.71
1602	70	40	10	10	48.38	-4.80	-30.47
1603	70	40	20	10	47.76	-6.91	-24.27
1604	70	40	40	10	46.66	-10.68	-11.66
1605	70	40	70	10	45.12	-15.17	9.13
1606	70	70	0	10	37.75	16.76	-36.11
1607	70	70	10	10	37.46	14.56	-30.89
1608	70	70	20	10	37.07	12.70	-25.68
1609	70	70	40	10	36.35	9.41	-14.88
1610	70	70	70	10	35.34	5.51	2.36
1611	50	40	40	0	56.52	0.52	-2.91
1612	100	0	0	10	52.62	-33.38	-48.95
1613	0	100	0	10	44.79	70.33	-5.59
1614	0	0	100	10	82.93	-4.35	86.26
1615	0	100	100	10	44.53	64.54	41.83
1616	100	0	100	10	46.36	-61.85	22.67
1617	100	100	0	10	23.48	19.48	-44.21
END_DATA
